 VARIABLES = "CFLXMAX","I","J","K",                         "CFLYMAX","I","J","K",                         "CFLZMAX","I","J","K"
 0.000000E+00   0.000000E+00    128      1    250   0.000000E+00    128      1    250   0.000000E+00    128      1    250
 0.100000E+00   0.800744E-06     97      1      7   0.000000E+00    128      1    250   0.116182E-04      1      1    100
 0.200000E+00   0.160109E-05     97      1      7   0.000000E+00    128      1    250   0.232339E-04     65      1    100
 0.300000E+00   0.240081E-05     33      1      7   0.000000E+00    128      1    250   0.348519E-04     65      1    100
 0.400000E+00   0.320022E-05     33      1      7   0.000000E+00    128      1    250   0.464651E-04     65      1    100
 0.500000E+00   0.399933E-05     97      1     10   0.000000E+00    128      1    250   0.580749E-04     65      1    100
 0.600000E+00   0.479929E-05     34      1     10   0.000000E+00    128      1    250   0.696931E-04     66      1    100
 0.700000E+00   0.559956E-05     34      1     10   0.000000E+00    128      1    250   0.813162E-04     66      1    100
 0.800000E+00   0.639981E-05     34      1     10   0.000000E+00    128      1    250   0.929391E-04     66      1    100
 0.900000E+00   0.720000E-05     34      1     10   0.000000E+00    128      1    250   0.104561E-03     66      1    100
 0.100000E+01   0.800007E-05     34      1     10   0.000000E+00    128      1    250   0.116181E-03     66      1    100
 0.110000E+01   0.879994E-05     34      1     10   0.000000E+00    128      1    250   0.127798E-03     66      1    100
 0.120000E+01   0.959956E-05     34      1     10   0.000000E+00    128      1    250   0.139412E-03     66      1    100
 0.130000E+01   0.103989E-04     98      1    250   0.000000E+00    128      1    250   0.151022E-03     66      1    100
 0.140000E+01   0.111979E-04     98      1    250   0.000000E+00    128      1    250   0.162626E-03     66      1    100
 0.150000E+01   0.119966E-04     98      1    250   0.000000E+00    128      1    250   0.174224E-03     66      1    100
 0.160000E+01   0.127970E-04     99      1    250   0.000000E+00    128      1    250   0.185849E-03     67      1    100
 0.170000E+01   0.135980E-04     99      1    250   0.000000E+00    128      1    250   0.197482E-03     67      1    100
 0.180000E+01   0.143988E-04     99      1    250   0.000000E+00    128      1    250   0.209113E-03     67      1    100
 0.190000E+01   0.151994E-04     99      1    250   0.000000E+00    128      1    250   0.220740E-03     67      1    100
 0.200000E+01   0.159997E-04     99      1    250   0.000000E+00    128      1    250   0.232362E-03     67      1    100
 0.210000E+01   0.167996E-04     99      1    250   0.000000E+00    128      1    250   0.243979E-03     67      1    100
 0.222500E+01   0.222488E-04     99      1    250   0.000000E+00    128      1    250   0.323117E-03     67      1    100
 0.235000E+01   0.234974E-04     99      1    250   0.000000E+00    128      1    250   0.341250E-03     67      1    100
 0.247500E+01   0.247448E-04     99      1    250   0.000000E+00    128      1    250   0.359365E-03     67      1    100
 0.260000E+01   0.259940E-04    100      1    250   0.000000E+00    128      1    250   0.377508E-03     68      1    100
 0.272500E+01   0.272468E-04    100      1    250   0.000000E+00    128      1    250   0.395703E-03     68      1    100
 0.288125E+01   0.360151E-04    100      1    250   0.000000E+00    128      1    250   0.523043E-03     68      1    100
 0.303750E+01   0.379703E-04    100      1    250   0.000000E+00    128      1    250   0.551438E-03     68      1    100
 0.319375E+01   0.399230E-04    100      1    250   0.000000E+00    128      1    250   0.579798E-03     68      1    100
 0.335000E+01   0.418730E-04    100      1    250   0.000000E+00    128      1    250   0.608117E-03     68      1    100
 0.354531E+01   0.553843E-04    100      1    250   0.000000E+00    128      1    250   0.804340E-03     68      1    100
 0.374063E+01   0.584447E-04    101      1    250   0.000000E+00    128      1    250   0.848786E-03     69      1    100
 0.393594E+01   0.615040E-04    101      1    250   0.000000E+00    128      1    250   0.893216E-03     69      1    100
 0.413125E+01   0.645576E-04    101      1    250   0.000000E+00    128      1    250   0.937562E-03     69      1    100
 0.437539E+01   0.854603E-04    101      1    250   0.000000E+00    128      1    250   0.124113E-02     69      1    100
 0.461953E+01   0.902156E-04    102      1    250   0.000000E+00    128      1    250   0.131019E-02     70      1    100
 0.486367E+01   0.950052E-04    102      1    250   0.000000E+00    128      1    250   0.137975E-02     70      1    100
 0.510781E+01   0.997814E-04    102      1    250   0.000000E+00    128      1    250   0.144911E-02     70      1    100
 0.535195E+01   0.104543E-03    102      1    250   0.000000E+00    128      1    250   0.151826E-02     70      1    100
 0.565713E+01   0.138108E-03    103      1    250   0.000000E+00    128      1    250   0.200573E-02     71      1    100
 0.596230E+01   0.145602E-03    103      1    250   0.000000E+00    128      1    250   0.211457E-02     71      1    100
 0.626748E+01   0.153062E-03    103      1    250   0.000000E+00    128      1    250   0.222290E-02     71      1    100
 0.657266E+01   0.160482E-03    103      1    250   0.000000E+00    128      1    250   0.233066E-02     71      1    100
 0.695413E+01   0.212295E-03    104      1    250   0.000000E+00    128      1    250   0.308313E-02     72      1    100
 0.733560E+01   0.223970E-03    104      1    250   0.000000E+00    128      1    250   0.325269E-02     72      1    100
 0.771707E+01   0.235572E-03    105      1    250   0.000000E+00    128      1    250   0.342119E-02     73      1    100
 0.809854E+01   0.247277E-03    105      1    250   0.000000E+00    128      1    250   0.359119E-02     73      1    100
 0.857537E+01   0.327277E-03    105      1    250   0.000000E+00    128      1    250   0.475301E-02     73      1    100
 0.905221E+01   0.345582E-03    106      1    250   0.000000E+00    128      1    250   0.501886E-02     74      1    100
 0.952905E+01   0.363784E-03    106      1    250   0.000000E+00    128      1    250   0.528321E-02     74      1    100
 0.100059E+02   0.381998E-03    107      1    250   0.000000E+00    128      1    250   0.554773E-02     75      1    100
 0.104827E+02   0.400182E-03    107      1    250   0.000000E+00    128      1    250   0.581181E-02     75      1    100
 0.110788E+02   0.528771E-03    108      1    250   0.000000E+00    128      1    250   0.767931E-02     76      1    100
 0.116748E+02   0.557293E-03    108      1    250   0.000000E+00    128      1    250   0.809353E-02     76      1    100
 0.122709E+02   0.585916E-03     45      1    250   0.000000E+00    128      1    250   0.850923E-02     77      1    100
 0.128669E+02   0.614228E-03     46      1    250   0.000000E+00    128      1    250   0.892041E-02     78      1    100
 0.136120E+02   0.812543E-03     46      1    250   0.000000E+00    128      1    250   0.118005E-01     78      1    100
 0.143570E+02   0.857478E-03     47      1    250   0.000000E+00    128      1    250   0.124531E-01     79      1    100
 0.151021E+02   0.902042E-03     48      1    250   0.000000E+00    128      1    250   0.131003E-01     80      1    100
 0.158471E+02   0.946335E-03     48      1    250   0.000000E+00    128      1    250   0.137436E-01     80      1    100
 0.167785E+02   0.125304E-02     49      1    250   0.000000E+00    128      1    250   0.181979E-01     81      1    100
 0.177098E+02   0.132360E-02     50      1    250   0.000000E+00    128      1    250   0.192227E-01     82      1    100
 0.186411E+02   0.139361E-02     51      1    250   0.000000E+00    128      1    250   0.202395E-01     83      1    100
 0.195724E+02   0.146319E-02     52      1    250   0.000000E+00    128      1    250   0.212500E-01     84      1    100
 0.207366E+02   0.193883E-02     53      1    250   0.000000E+00    128      1    250   0.281577E-01     85      1    100
 0.219007E+02   0.204967E-02     54      1    250   0.000000E+00    128      1    250   0.297675E-01     86      1    100
 0.230649E+02   0.215913E-02     55      1    250   0.000000E+00    128      1    250   0.313572E-01     87      1    100
 0.242290E+02   0.226819E-02     57      1    250   0.000000E+00    128      1    250   0.329411E-01     89      1    100
 0.253932E+02   0.237682E-02     58      1    250   0.000000E+00    128      1    250   0.345188E-01     90      1    100
